"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"JUAN MIGUEL NAVARRO NAVARRO",225,1.92,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","TOLUVIEJO","Sucre","28320"
"OSCAR BARRETO QUIROGA",1723,69.84,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ALPUJARRA","Tolima","29004"
"MAURICIO JARAMILLO MARTINEZ",635,25.73,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ALPUJARRA","Tolima","29004"
"CARLOS ARMANDO GARCIA ORJUELA",25,1.01,"GANA EL TOLIMA","ALPUJARRA","Tolima","29004"
"JAIME EDUARDO REYES MARTINEZ",22,0.89,"PARTIDO ALIANZA VERDE","ALPUJARRA","Tolima","29004"
"MAURICIO JARAMILLO MARTINEZ",2719,53.53,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ALVARADO","Tolima","29007"
"OSCAR BARRETO QUIROGA",2088,41.11,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ALVARADO","Tolima","29007"
"JAIME EDUARDO REYES MARTINEZ",60,1.18,"PARTIDO ALIANZA VERDE","ALVARADO","Tolima","29007"
"CARLOS ARMANDO GARCIA ORJUELA",56,1.1,"GANA EL TOLIMA","ALVARADO","Tolima","29007"
"MAURICIO JARAMILLO MARTINEZ",1954,50.95,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","AMBALEMA","Tolima","29010"
"OSCAR BARRETO QUIROGA",1355,35.33,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","AMBALEMA","Tolima","29010"
"CARLOS ARMANDO GARCIA ORJUELA",180,4.69,"GANA EL TOLIMA","AMBALEMA","Tolima","29010"
"JAIME EDUARDO REYES MARTINEZ",105,2.73,"PARTIDO ALIANZA VERDE","AMBALEMA","Tolima","29010"
"OSCAR BARRETO QUIROGA",2704,59.35,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ANZOATEGUI","Tolima","29013"
"MAURICIO JARAMILLO MARTINEZ",1669,36.63,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ANZOATEGUI","Tolima","29013"
"JAIME EDUARDO REYES MARTINEZ",78,1.71,"PARTIDO ALIANZA VERDE","ANZOATEGUI","Tolima","29013"
"CARLOS ARMANDO GARCIA ORJUELA",25,0.54,"GANA EL TOLIMA","ANZOATEGUI","Tolima","29013"
"MAURICIO JARAMILLO MARTINEZ",3223,63.38,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ARMERO (GUAYABAL)","Tolima","29016"
"OSCAR BARRETO QUIROGA",1128,22.18,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ARMERO (GUAYABAL)","Tolima","29016"
"CARLOS ARMANDO GARCIA ORJUELA",246,4.83,"GANA EL TOLIMA","ARMERO (GUAYABAL)","Tolima","29016"
"JAIME EDUARDO REYES MARTINEZ",124,2.43,"PARTIDO ALIANZA VERDE","ARMERO (GUAYABAL)","Tolima","29016"
"OSCAR BARRETO QUIROGA",5449,67.59,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ATACO","Tolima","29019"
"MAURICIO JARAMILLO MARTINEZ",2101,26.06,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ATACO","Tolima","29019"
"CARLOS ARMANDO GARCIA ORJUELA",116,1.43,"GANA EL TOLIMA","ATACO","Tolima","29019"
"JAIME EDUARDO REYES MARTINEZ",110,1.36,"PARTIDO ALIANZA VERDE","ATACO","Tolima","29019"
"MAURICIO JARAMILLO MARTINEZ",4170,51.17,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CAJAMARCA","Tolima","29022"
"OSCAR BARRETO QUIROGA",2324,28.51,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","CAJAMARCA","Tolima","29022"
"CARLOS ARMANDO GARCIA ORJUELA",533,6.54,"GANA EL TOLIMA","CAJAMARCA","Tolima","29022"
"JAIME EDUARDO REYES MARTINEZ",264,3.23,"PARTIDO ALIANZA VERDE","CAJAMARCA","Tolima","29022"
"OSCAR BARRETO QUIROGA",2615,52.31,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","CARMEN DE APICALA","Tolima","29025"
"MAURICIO JARAMILLO MARTINEZ",1880,37.6,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CARMEN DE APICALA","Tolima","29025"
"JAIME EDUARDO REYES MARTINEZ",108,2.16,"PARTIDO ALIANZA VERDE","CARMEN DE APICALA","Tolima","29025"
"CARLOS ARMANDO GARCIA ORJUELA",65,1.3,"GANA EL TOLIMA","CARMEN DE APICALA","Tolima","29025"
"OSCAR BARRETO QUIROGA",2294,75.41,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","CASABIANCA","Tolima","29028"
"MAURICIO JARAMILLO MARTINEZ",595,19.55,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CASABIANCA","Tolima","29028"
"JAIME EDUARDO REYES MARTINEZ",42,1.38,"PARTIDO ALIANZA VERDE","CASABIANCA","Tolima","29028"
"CARLOS ARMANDO GARCIA ORJUELA",26,0.85,"GANA EL TOLIMA","CASABIANCA","Tolima","29028"
"OSCAR BARRETO QUIROGA",8380,46.57,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","CHAPARRAL","Tolima","29040"
"MAURICIO JARAMILLO MARTINEZ",8292,46.08,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CHAPARRAL","Tolima","29040"
"JAIME EDUARDO REYES MARTINEZ",367,2.03,"PARTIDO ALIANZA VERDE","CHAPARRAL","Tolima","29040"
"CARLOS ARMANDO GARCIA ORJUELA",213,1.18,"GANA EL TOLIMA","CHAPARRAL","Tolima","29040"
"MAURICIO JARAMILLO MARTINEZ",2318,54.72,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","COELLO","Tolima","29031"
"OSCAR BARRETO QUIROGA",1460,34.46,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","COELLO","Tolima","29031"
"CARLOS ARMANDO GARCIA ORJUELA",93,2.19,"GANA EL TOLIMA","COELLO","Tolima","29031"
"JAIME EDUARDO REYES MARTINEZ",63,1.48,"PARTIDO ALIANZA VERDE","COELLO","Tolima","29031"
"MAURICIO JARAMILLO MARTINEZ",4794,68.43,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","COYAIMA","Tolima","29034"
"OSCAR BARRETO QUIROGA",1282,18.3,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","COYAIMA","Tolima","29034"
"JAIME EDUARDO REYES MARTINEZ",349,4.98,"PARTIDO ALIANZA VERDE","COYAIMA","Tolima","29034"
"CARLOS ARMANDO GARCIA ORJUELA",306,4.36,"GANA EL TOLIMA","COYAIMA","Tolima","29034"
"MAURICIO JARAMILLO MARTINEZ",2371,58.89,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","CUNDAY","Tolima","29037"
"OSCAR BARRETO QUIROGA",1407,34.94,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","CUNDAY","Tolima","29037"
"CARLOS ARMANDO GARCIA ORJUELA",136,3.37,"GANA EL TOLIMA","CUNDAY","Tolima","29037"
"JAIME EDUARDO REYES MARTINEZ",40,0.99,"PARTIDO ALIANZA VERDE","CUNDAY","Tolima","29037"
"MAURICIO JARAMILLO MARTINEZ",1871,53.64,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","DOLORES","Tolima","29043"
"OSCAR BARRETO QUIROGA",1224,35.09,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","DOLORES","Tolima","29043"
"JAIME EDUARDO REYES MARTINEZ",157,4.5,"PARTIDO ALIANZA VERDE","DOLORES","Tolima","29043"
"CARLOS ARMANDO GARCIA ORJUELA",54,1.54,"GANA EL TOLIMA","DOLORES","Tolima","29043"
"MAURICIO JARAMILLO MARTINEZ",15848,47.04,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ESPINAL","Tolima","29046"
"OSCAR BARRETO QUIROGA",12882,38.23,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ESPINAL","Tolima","29046"
"JAIME EDUARDO REYES MARTINEZ",862,2.55,"PARTIDO ALIANZA VERDE","ESPINAL","Tolima","29046"
"CARLOS ARMANDO GARCIA ORJUELA",523,1.55,"GANA EL TOLIMA","ESPINAL","Tolima","29046"
"MAURICIO JARAMILLO MARTINEZ",1958,60.78,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","FALAN","Tolima","29049"
"OSCAR BARRETO QUIROGA",1045,32.44,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","FALAN","Tolima","29049"
"CARLOS ARMANDO GARCIA ORJUELA",88,2.73,"GANA EL TOLIMA","FALAN","Tolima","29049"
"JAIME EDUARDO REYES MARTINEZ",26,0.8,"PARTIDO ALIANZA VERDE","FALAN","Tolima","29049"
"OSCAR BARRETO QUIROGA",3767,41.03,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","FLANDES","Tolima","29052"
"MAURICIO JARAMILLO MARTINEZ",3459,37.68,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","FLANDES","Tolima","29052"
"JAIME EDUARDO REYES MARTINEZ",268,2.91,"PARTIDO ALIANZA VERDE","FLANDES","Tolima","29052"
"CARLOS ARMANDO GARCIA ORJUELA",241,2.62,"GANA EL TOLIMA","FLANDES","Tolima","29052"
"OSCAR BARRETO QUIROGA",6814,54.26,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","FRESNO","Tolima","29055"
"MAURICIO JARAMILLO MARTINEZ",4490,35.75,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","FRESNO","Tolima","29055"
"CARLOS ARMANDO GARCIA ORJUELA",227,1.8,"GANA EL TOLIMA","FRESNO","Tolima","29055"
"JAIME EDUARDO REYES MARTINEZ",165,1.31,"PARTIDO ALIANZA VERDE","FRESNO","Tolima","29055"
"MAURICIO JARAMILLO MARTINEZ",6665,46.12,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","GUAMO","Tolima","29058"
"OSCAR BARRETO QUIROGA",6612,45.75,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","GUAMO","Tolima","29058"
"CARLOS ARMANDO GARCIA ORJUELA",261,1.8,"GANA EL TOLIMA","GUAMO","Tolima","29058"
"JAIME EDUARDO REYES MARTINEZ",196,1.35,"PARTIDO ALIANZA VERDE","GUAMO","Tolima","29058"
"OSCAR BARRETO QUIROGA",1800,65.66,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","HERVEO","Tolima","29061"
"MAURICIO JARAMILLO MARTINEZ",508,18.53,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","HERVEO","Tolima","29061"
"JAIME EDUARDO REYES MARTINEZ",149,5.43,"PARTIDO ALIANZA VERDE","HERVEO","Tolima","29061"
"CARLOS ARMANDO GARCIA ORJUELA",138,5.03,"GANA EL TOLIMA","HERVEO","Tolima","29061"
"MAURICIO JARAMILLO MARTINEZ",5492,47.49,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","HONDA","Tolima","29064"
"OSCAR BARRETO QUIROGA",4330,37.44,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","HONDA","Tolima","29064"
"JAIME EDUARDO REYES MARTINEZ",336,2.9,"PARTIDO ALIANZA VERDE","HONDA","Tolima","29064"
"CARLOS ARMANDO GARCIA ORJUELA",317,2.74,"GANA EL TOLIMA","HONDA","Tolima","29064"
"OSCAR BARRETO QUIROGA",73294,37.19,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","IBAGUE","Tolima","29001"
"MAURICIO JARAMILLO MARTINEZ",70429,35.73,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","IBAGUE","Tolima","29001"
"JAIME EDUARDO REYES MARTINEZ",14676,7.44,"PARTIDO ALIANZA VERDE","IBAGUE","Tolima","29001"
"CARLOS ARMANDO GARCIA ORJUELA",9137,4.63,"GANA EL TOLIMA","IBAGUE","Tolima","29001"
"MAURICIO JARAMILLO MARTINEZ",2080,45.92,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ICONONZO","Tolima","29067"
"CARLOS ARMANDO GARCIA ORJUELA",1711,37.77,"GANA EL TOLIMA","ICONONZO","Tolima","29067"
"OSCAR BARRETO QUIROGA",519,11.45,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ICONONZO","Tolima","29067"
"JAIME EDUARDO REYES MARTINEZ",57,1.25,"PARTIDO ALIANZA VERDE","ICONONZO","Tolima","29067"
"OSCAR BARRETO QUIROGA",4796,51.76,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","LERIDA","Tolima","29070"
"MAURICIO JARAMILLO MARTINEZ",3826,41.29,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","LERIDA","Tolima","29070"
"JAIME EDUARDO REYES MARTINEZ",211,2.27,"PARTIDO ALIANZA VERDE","LERIDA","Tolima","29070"
"CARLOS ARMANDO GARCIA ORJUELA",116,1.25,"GANA EL TOLIMA","LERIDA","Tolima","29070"
"OSCAR BARRETO QUIROGA",6765,45.91,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","LIBANO","Tolima","29073"
"MAURICIO JARAMILLO MARTINEZ",6118,41.52,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","LIBANO","Tolima","29073"
"JAIME EDUARDO REYES MARTINEZ",519,3.52,"PARTIDO ALIANZA VERDE","LIBANO","Tolima","29073"
"CARLOS ARMANDO GARCIA ORJUELA",344,2.33,"GANA EL TOLIMA","LIBANO","Tolima","29073"
"MAURICIO JARAMILLO MARTINEZ",7509,48.54,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","MARIQUITA","Tolima","29076"
"OSCAR BARRETO QUIROGA",5693,36.8,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","MARIQUITA","Tolima","29076"
"CARLOS ARMANDO GARCIA ORJUELA",439,2.83,"GANA EL TOLIMA","MARIQUITA","Tolima","29076"
"JAIME EDUARDO REYES MARTINEZ",398,2.57,"PARTIDO ALIANZA VERDE","MARIQUITA","Tolima","29076"
"MAURICIO JARAMILLO MARTINEZ",7195,45.13,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","MELGAR","Tolima","29079"
"OSCAR BARRETO QUIROGA",6482,40.65,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","MELGAR","Tolima","29079"
"CARLOS ARMANDO GARCIA ORJUELA",475,2.97,"GANA EL TOLIMA","MELGAR","Tolima","29079"
"JAIME EDUARDO REYES MARTINEZ",371,2.32,"PARTIDO ALIANZA VERDE","MELGAR","Tolima","29079"
"OSCAR BARRETO QUIROGA",1039,49.45,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","MURILLO","Tolima","29080"
"MAURICIO JARAMILLO MARTINEZ",881,41.93,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","MURILLO","Tolima","29080"
"JAIME EDUARDO REYES MARTINEZ",81,3.85,"PARTIDO ALIANZA VERDE","MURILLO","Tolima","29080"
"CARLOS ARMANDO GARCIA ORJUELA",23,1.09,"GANA EL TOLIMA","MURILLO","Tolima","29080"
"MAURICIO JARAMILLO MARTINEZ",3853,49.36,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","NATAGAIMA","Tolima","29082"
"OSCAR BARRETO QUIROGA",2995,38.37,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","NATAGAIMA","Tolima","29082"
"CARLOS ARMANDO GARCIA ORJUELA",374,4.79,"GANA EL TOLIMA","NATAGAIMA","Tolima","29082"
"JAIME EDUARDO REYES MARTINEZ",184,2.35,"PARTIDO ALIANZA VERDE","NATAGAIMA","Tolima","29082"
"OSCAR BARRETO QUIROGA",6880,58.1,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ORTEGA","Tolima","29085"
"MAURICIO JARAMILLO MARTINEZ",4072,34.39,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ORTEGA","Tolima","29085"
"CARLOS ARMANDO GARCIA ORJUELA",308,2.6,"GANA EL TOLIMA","ORTEGA","Tolima","29085"
"JAIME EDUARDO REYES MARTINEZ",145,1.22,"PARTIDO ALIANZA VERDE","ORTEGA","Tolima","29085"
"MAURICIO JARAMILLO MARTINEZ",2206,53.11,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","PALOCABILDO","Tolima","29087"
"OSCAR BARRETO QUIROGA",1493,35.94,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","PALOCABILDO","Tolima","29087"
"CARLOS ARMANDO GARCIA ORJUELA",153,3.68,"GANA EL TOLIMA","PALOCABILDO","Tolima","29087"
"JAIME EDUARDO REYES MARTINEZ",147,3.53,"PARTIDO ALIANZA VERDE","PALOCABILDO","Tolima","29087"
"MAURICIO JARAMILLO MARTINEZ",2186,66.32,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","PIEDRAS","Tolima","29088"
"OSCAR BARRETO QUIROGA",773,23.45,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","PIEDRAS","Tolima","29088"
"JAIME EDUARDO REYES MARTINEZ",116,3.51,"PARTIDO ALIANZA VERDE","PIEDRAS","Tolima","29088"
"CARLOS ARMANDO GARCIA ORJUELA",45,1.36,"GANA EL TOLIMA","PIEDRAS","Tolima","29088"
"OSCAR BARRETO QUIROGA",5910,57.7,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","PLANADAS","Tolima","29089"
"MAURICIO JARAMILLO MARTINEZ",3679,35.92,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","PLANADAS","Tolima","29089"
"CARLOS ARMANDO GARCIA ORJUELA",234,2.28,"GANA EL TOLIMA","PLANADAS","Tolima","29089"
"JAIME EDUARDO REYES MARTINEZ",175,1.7,"PARTIDO ALIANZA VERDE","PLANADAS","Tolima","29089"
"MAURICIO JARAMILLO MARTINEZ",2706,56.26,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","PRADO","Tolima","29091"
"OSCAR BARRETO QUIROGA",1707,35.49,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","PRADO","Tolima","29091"
"JAIME EDUARDO REYES MARTINEZ",148,3.07,"PARTIDO ALIANZA VERDE","PRADO","Tolima","29091"
"CARLOS ARMANDO GARCIA ORJUELA",73,1.51,"GANA EL TOLIMA","PRADO","Tolima","29091"
"MAURICIO JARAMILLO MARTINEZ",6477,52.86,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","PURIFICACION","Tolima","29094"
"OSCAR BARRETO QUIROGA",4271,34.85,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","PURIFICACION","Tolima","29094"
"CARLOS ARMANDO GARCIA ORJUELA",500,4.08,"GANA EL TOLIMA","PURIFICACION","Tolima","29094"
"JAIME EDUARDO REYES MARTINEZ",365,2.97,"PARTIDO ALIANZA VERDE","PURIFICACION","Tolima","29094"
"OSCAR BARRETO QUIROGA",4475,54.22,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","RIOBLANCO","Tolima","29097"
"MAURICIO JARAMILLO MARTINEZ",3257,39.46,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","RIOBLANCO","Tolima","29097"
"JAIME EDUARDO REYES MARTINEZ",262,3.17,"PARTIDO ALIANZA VERDE","RIOBLANCO","Tolima","29097"
"CARLOS ARMANDO GARCIA ORJUELA",108,1.3,"GANA EL TOLIMA","RIOBLANCO","Tolima","29097"
"OSCAR BARRETO QUIROGA",1141,49.93,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","RONCESVALLES","Tolima","29100"
"MAURICIO JARAMILLO MARTINEZ",957,41.88,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","RONCESVALLES","Tolima","29100"
"JAIME EDUARDO REYES MARTINEZ",111,4.85,"PARTIDO ALIANZA VERDE","RONCESVALLES","Tolima","29100"
"CARLOS ARMANDO GARCIA ORJUELA",15,0.65,"GANA EL TOLIMA","RONCESVALLES","Tolima","29100"
"OSCAR BARRETO QUIROGA",6095,67.08,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","ROVIRA","Tolima","29103"
"MAURICIO JARAMILLO MARTINEZ",2109,23.21,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","ROVIRA","Tolima","29103"
"CARLOS ARMANDO GARCIA ORJUELA",229,2.52,"GANA EL TOLIMA","ROVIRA","Tolima","29103"
"JAIME EDUARDO REYES MARTINEZ",218,2.39,"PARTIDO ALIANZA VERDE","ROVIRA","Tolima","29103"
"MAURICIO JARAMILLO MARTINEZ",4167,53.24,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","SALDAÑA","Tolima","29105"
"OSCAR BARRETO QUIROGA",3115,39.8,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","SALDAÑA","Tolima","29105"
"CARLOS ARMANDO GARCIA ORJUELA",140,1.78,"GANA EL TOLIMA","SALDAÑA","Tolima","29105"
"JAIME EDUARDO REYES MARTINEZ",86,1.09,"PARTIDO ALIANZA VERDE","SALDAÑA","Tolima","29105"
"OSCAR BARRETO QUIROGA",3279,54.2,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","SAN ANTONIO","Tolima","29106"
"MAURICIO JARAMILLO MARTINEZ",2544,42.05,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","SAN ANTONIO","Tolima","29106"
"JAIME EDUARDO REYES MARTINEZ",81,1.33,"PARTIDO ALIANZA VERDE","SAN ANTONIO","Tolima","29106"
"CARLOS ARMANDO GARCIA ORJUELA",72,1.19,"GANA EL TOLIMA","SAN ANTONIO","Tolima","29106"
"OSCAR BARRETO QUIROGA",3394,65.31,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","SAN LUIS","Tolima","29109"
"MAURICIO JARAMILLO MARTINEZ",1357,26.11,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","SAN LUIS","Tolima","29109"
"JAIME EDUARDO REYES MARTINEZ",113,2.17,"PARTIDO ALIANZA VERDE","SAN LUIS","Tolima","29109"
"CARLOS ARMANDO GARCIA ORJUELA",92,1.77,"GANA EL TOLIMA","SAN LUIS","Tolima","29109"
"OSCAR BARRETO QUIROGA",1628,51.42,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","SANTA ISABEL","Tolima","29112"
"MAURICIO JARAMILLO MARTINEZ",1365,43.11,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","SANTA ISABEL","Tolima","29112"
"JAIME EDUARDO REYES MARTINEZ",26,0.82,"PARTIDO ALIANZA VERDE","SANTA ISABEL","Tolima","29112"
"CARLOS ARMANDO GARCIA ORJUELA",20,0.63,"GANA EL TOLIMA","SANTA ISABEL","Tolima","29112"
"OSCAR BARRETO QUIROGA",1300,46.69,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","SUAREZ","Tolima","29115"
"MAURICIO JARAMILLO MARTINEZ",1282,46.04,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","SUAREZ","Tolima","29115"
"CARLOS ARMANDO GARCIA ORJUELA",34,1.22,"GANA EL TOLIMA","SUAREZ","Tolima","29115"
"JAIME EDUARDO REYES MARTINEZ",22,0.79,"PARTIDO ALIANZA VERDE","SUAREZ","Tolima","29115"
"OSCAR BARRETO QUIROGA",1506,50.09,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","VALLE DE SAN JUAN","Tolima","29118"
"MAURICIO JARAMILLO MARTINEZ",1370,45.57,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","VALLE DE SAN JUAN","Tolima","29118"
"CARLOS ARMANDO GARCIA ORJUELA",23,0.76,"GANA EL TOLIMA","VALLE DE SAN JUAN","Tolima","29118"
"JAIME EDUARDO REYES MARTINEZ",13,0.43,"PARTIDO ALIANZA VERDE","VALLE DE SAN JUAN","Tolima","29118"
"MAURICIO JARAMILLO MARTINEZ",3477,51.2,"PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","VENADILLO","Tolima","29121"
"OSCAR BARRETO QUIROGA",2907,42.8,"PARTIDO CONSERVADOR COLOMBIANO - OPCIÓN CIUDADANA - CENTRO DEMOCRÁTICO","VENADILLO","Tolima","29121"
"JAIME EDUARDO REYES MARTINEZ",104,1.53,"PARTIDO ALIANZA VERDE","VENADILLO","Tolima","29121"
